"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2047","transferFile_s3ToAzureMultipleFiles(Vault)","","Tue Sep 30 15:23:09 GMT 2025","passed","Tue Sep 30 15:23:11 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_s3ToAzureMultipleFiles"
"","2072","transferFile_s3ToAzureMultipleFiles_whenConsumerDefinesBloblName_success(Vault)","","Tue Sep 30 15:23:03 GMT 2025","passed","Tue Sep 30 15:23:05 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_s3ToAzureMultipleFiles_whenConsumerDefinesBloblName_success"
"","31","Policy is accepted Data Usage End Date","","Tue Sep 30 15:22:18 GMT 2025","passed","Tue Sep 30 15:22:18 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","26","Policy is accepted Confidential Information Measures","","Tue Sep 30 15:22:18 GMT 2025","passed","Tue Sep 30 15:22:18 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","6525","Verify all existing TPs related to an agreement are terminated upon its retirement","","Tue Sep 30 15:22:30 GMT 2025","passed","Tue Sep 30 15:22:37 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.RetireAgreementTest","org.eclipse.tractusx.edc.tests.transfer.RetireAgreementTest","retireAgreement_shouldCloseTransferProcesses"
"","43","Policy is accepted Usage Purpose","","Tue Sep 30 15:22:17 GMT 2025","passed","Tue Sep 30 15:22:17 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","1335","The Authorization header is empty","","Tue Sep 30 15:21:58 GMT 2025","passed","Tue Sep 30 15:22:00 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_emptyAuthHeader"
"","2505","Verify the refresh endpoint is not called when auto_refresh=false","","Tue Sep 30 15:22:05 GMT 2025","passed","Tue Sep 30 15:22:08 GMT 2025","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","getEdrWithRefresh_whenNotAutorefresh_shouldNotCallEndpoint"
"","148","triggerDataTransfer_shouldFail_whenDataFlowIsNotInStartedState()","","Tue Sep 30 15:22:08 GMT 2025","passed","Tue Sep 30 15:22:08 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","triggerDataTransfer_shouldFail_whenDataFlowIsNotInStartedState"
"","1","verifyAgentId_whenNoMembershipCredential_forDsp2025(DataspaceProfileContextRegistry)","","Tue Sep 30 15:24:00 GMT 2025","passed","Tue Sep 30 15:24:00 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","verifyAgentId_whenNoMembershipCredential_forDsp2025"
"","4701","The authentication token misses required claims: token","","Tue Sep 30 15:21:51 GMT 2025","passed","Tue Sep 30 15:21:56 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidAuthenticationToken_missingAccessToken"
"","58","Policy is accepted Exclusive Usage","","Tue Sep 30 15:22:17 GMT 2025","passed","Tue Sep 30 15:22:17 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","27","Policy is accepted ContractTermination","","Tue Sep 30 15:22:18 GMT 2025","passed","Tue Sep 30 15:22:18 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","23","Policy is accepted DataExchangeGovernance use case","","Tue Sep 30 15:22:18 GMT 2025","passed","Tue Sep 30 15:22:18 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","6779","transferData_withSuspendResume()","","Tue Sep 30 15:24:57 GMT 2025","passed","Tue Sep 30 15:25:04 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_withSuspendResume"
"","13253","shouldTransferOneGbFile()","","Tue Sep 30 15:23:21 GMT 2025","passed","Tue Sep 30 15:23:35 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","shouldTransferOneGbFile"
"","10991","httpPushNonFiniteDataTransfer()","","Tue Sep 30 15:26:23 GMT 2025","passed","Tue Sep 30 15:26:34 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest$Dsp08to08","httpPushNonFiniteDataTransfer"
"","2042","transferFile_azureToS3(Vault)","","Tue Sep 30 15:23:07 GMT 2025","passed","Tue Sep 30 15:23:09 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_azureToS3"
"","171","refreshEdr_whenNotAuthorized()","","Tue Sep 30 15:22:15 GMT 2025","passed","Tue Sep 30 15:22:15 GMT 2025","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","refreshEdr_whenNotAuthorized"
"","29","Verifier should resolve the DID from the prover's ID token","","Tue Sep 30 15:21:58 GMT 2025","passed","Tue Sep 30 15:21:58 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","presentationResponse_endpointDiscovery"
"","5095","httpPushDataTransfer()","","Tue Sep 30 15:26:18 GMT 2025","passed","Tue Sep 30 15:26:23 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest$Dsp08to08","httpPushDataTransfer"
"","5925","transferData_privateBackend_withConsumerDataPlane()","","Tue Sep 30 15:23:04 GMT 2025","passed","Tue Sep 30 15:23:10 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_privateBackend_withConsumerDataPlane"
"","73","Policy is accepted Warranty Definition","","Tue Sep 30 15:22:17 GMT 2025","passed","Tue Sep 30 15:22:17 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","31","Policy is accepted Jurisdiction Location","","Tue Sep 30 15:22:18 GMT 2025","passed","Tue Sep 30 15:22:18 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","2182","transferFile_success()","","Tue Sep 30 15:23:18 GMT 2025","passed","Tue Sep 30 15:23:20 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","transferFile_success"
"","23","Policy is not accepted Usage policy obligation with not allowed constraints","","Tue Sep 30 15:22:18 GMT 2025","passed","Tue Sep 30 15:22:18 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","27","Policy is accepted Warranty Duration Months","","Tue Sep 30 15:22:18 GMT 2025","passed","Tue Sep 30 15:22:18 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","22","Policy is accepted Data Usage End Duration Days","","Tue Sep 30 15:22:18 GMT 2025","passed","Tue Sep 30 15:22:18 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","34","Policy is not accepted Access policy permission with not allowed constraints","","Tue Sep 30 15:22:18 GMT 2025","passed","Tue Sep 30 15:22:18 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","14475","transferFile_largeFile(long, Vault) File size bytes: 1073741824","","Tue Sep 30 15:22:27 GMT 2025","passed","Tue Sep 30 15:22:42 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","transferFile_largeFile"
"","1269","Refresh token is null or empty (missing) [2] ","","Tue Sep 30 15:22:01 GMT 2025","passed","Tue Sep 30 15:22:02 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidRefreshToken"
"","9826","azureBlobPush_withoutDestFolder()","","Tue Sep 30 15:22:28 GMT 2025","passed","Tue Sep 30 15:22:38 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","azureBlobPush_withoutDestFolder"
"","39","Policy is accepted Confidential Information Sharing","","Tue Sep 30 15:22:17 GMT 2025","passed","Tue Sep 30 15:22:17 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","23","Policy is accepted Business Partner Group","","Tue Sep 30 15:22:19 GMT 2025","passed","Tue Sep 30 15:22:19 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","1263","The refresh token does not match the stored one","","Tue Sep 30 15:22:04 GMT 2025","passed","Tue Sep 30 15:22:05 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_withWrongRefreshToken"
"","5066","httpPushDataTransfer()","","Tue Sep 30 15:25:35 GMT 2025","passed","Tue Sep 30 15:25:40 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest$Dsp2025to2025","httpPushDataTransfer"
"","15114","transferData_withTerminate()","","Tue Sep 30 15:24:34 GMT 2025","passed","Tue Sep 30 15:24:49 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_withTerminate"
"","2471","Consumer gets cached catalog with provider entry","","Tue Sep 30 15:23:32 GMT 2025","passed","Tue Sep 30 15:23:34 GMT 2025","","org.eclipse.tractusx.edc.tests.catalog.FederatedCatalogTest","org.eclipse.tractusx.edc.tests.catalog.FederatedCatalogTest","requestCatalog_fulfillsPolicy_shouldReturnOffer"
"","57","4.3.3 Verify invalid access token - sub does not match DID document id","","Tue Sep 30 15:21:57 GMT 2025","passed","Tue Sep 30 15:21:57 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenIncorrectSub"
"","191","Expect the Catalog request to fail if a credential is expired","","Tue Sep 30 15:23:39 GMT 2025","passed","Tue Sep 30 15:23:39 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","catalogRequest_whenCredentialExpired"
"","31","Policy is not accepted Policy with different actions types","","Tue Sep 30 15:22:18 GMT 2025","passed","Tue Sep 30 15:22:18 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","51","Policy is accepted Confidential Information Measures","","Tue Sep 30 15:22:17 GMT 2025","passed","Tue Sep 30 15:22:17 GMT 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","3510","Run TCK Presentation Flow tests","","Tue Sep 30 15:21:55 GMT 2025","passed","Tue Sep 30 15:21:58 GMT 2025","","org.eclipse.tractusx.edc.tests.tck.dcp.DcpPresentationFlowTest","org.eclipse.tractusx.edc.tests.tck.dcp.DcpPresentationFlowTest","runPresentationFlowTests"
"","125","5.4.3.6 Verifier should reject Presentations where at least 1 credential is revoked/suspended","","Tue Sep 30 15:21:57 GMT 2025","passed","Tue Sep 30 15:21:57 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_03_06_presentationResponse_credentialRevoked"
"","293","Consumer gets catalog from the provider. No constraints.","","Tue Sep 30 15:22:29 GMT 2025","passed","Tue Sep 30 15:22:29 GMT 2025","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_fulfillsPolicy_shouldReturnOffer"
"","1301","Refresh token success","","Tue Sep 30 15:22:07 GMT 2025","passed","Tue Sep 30 15:22:09 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_success"
"","63","Verifier should reject an auth token without the Bearer prefix","","Tue Sep 30 15:21:57 GMT 2025","passed","Tue Sep 30 15:21:57 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","presentationResponse_rejectMissingBearerPrefix"
"","1286","The authentication token has a invalid id","","Tue Sep 30 15:22:02 GMT 2025","passed","Tue Sep 30 15:22:04 GMT 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidTokenId"
"","96","BusinessPartnerUpdated event is published","","Tue Sep 30 15:22:07 GMT 2025","passed","Tue Sep 30 15:22:07 GMT 2025","","org.eclipse.tractusx.edc.tests.bpn.events.BusinessPartnerEventTest","org.eclipse.tractusx.edc.tests.bpn.events.BusinessPartnerEventTest","shouldPublishBusinessPartnerUpdatedEvent"
"","3116","transferData_failing_withProxyOriginalResponse()","","Tue Sep 30 15:23:20 GMT 2025","passed","Tue Sep 30 15:23:23 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_failing_withProxyOriginalResponse"
"","2075","transferMultipleFile_success(Vault)","","Tue Sep 30 15:22:42 GMT 2025","passed","Tue Sep 30 15:22:44 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","transferMultipleFile_success"
"","5511","transferData_withSuspendResume()","","Tue Sep 30 15:23:44 GMT 2025","passed","Tue Sep 30 15:23:49 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_withSuspendResume"
