"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","63","Policy is accepted Affiliates Region","","Thu Dec 11 07:39:45 UTC 2025","passed","Thu Dec 11 07:39:45 UTC 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","42074","Catalog with 1000 offers","","Thu Dec 11 07:39:23 UTC 2025","passed","Thu Dec 11 07:40:05 UTC 2025","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_of1000Assets_shouldContainAll"
"","14269","transferData_withTerminate()","","Thu Dec 11 07:40:35 UTC 2025","passed","Thu Dec 11 07:40:49 UTC 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_withTerminate"
"","5652","transferData_privateBackend()","","Thu Dec 11 07:40:48 UTC 2025","passed","Thu Dec 11 07:40:54 UTC 2025","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","transferData_privateBackend"
"","164","5.4.3.6 Verifier should reject Presentations where at least 1 credential is revoked/suspended","","Thu Dec 11 07:39:06 UTC 2025","passed","Thu Dec 11 07:39:06 UTC 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_03_06_presentationResponse_credentialRevoked"
"","11023","azureBlobPush_withoutDestFolder()","","Thu Dec 11 07:39:50 UTC 2025","passed","Thu Dec 11 07:40:01 UTC 2025","","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","azureBlobPush_withoutDestFolder"
"","756","4.3.3 Verify invalid access token - nbf in future","","Thu Dec 11 07:39:05 UTC 2025","passed","Thu Dec 11 07:39:06 UTC 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenNbfInFuture"
"","4463","transferData_withSuspendResume()","","Thu Dec 11 07:40:53 UTC 2025","passed","Thu Dec 11 07:40:58 UTC 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_withSuspendResume"
"","1257","The sign key of the authentication token is different from the public key from the DID","","Thu Dec 11 07:39:14 UTC 2025","passed","Thu Dec 11 07:39:15 UTC 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_spoofedAuthToken"
"","3942","transferData_privateBackend_withConsumerDataPlane()","","Thu Dec 11 07:40:54 UTC 2025","passed","Thu Dec 11 07:40:58 UTC 2025","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","transferData_privateBackend_withConsumerDataPlane"
"","5444","When multiple requests to refresh, to different edrs, verify all return non expired token","","Thu Dec 11 07:39:20 UTC 2025","passed","Thu Dec 11 07:39:25 UTC 2025","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","getEdrWithRefresh_subsequentRequestReturn"
"","37","Policy is accepted Data Usage End Date Definition","","Thu Dec 11 07:39:47 UTC 2025","passed","Thu Dec 11 07:39:47 UTC 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","29","Policy is not accepted Usage policy permission with not allowed constraints","","Thu Dec 11 07:39:46 UTC 2025","passed","Thu Dec 11 07:39:46 UTC 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","4101","transferData_unsuccessful_notReturnOriginalSourceResponseCode_withTerminate()","","Thu Dec 11 07:41:33 UTC 2025","passed","Thu Dec 11 07:41:37 UTC 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_unsuccessful_notReturnOriginalSourceResponseCode_withTerminate"
"","60","Policy is accepted Data Frequency","","Thu Dec 11 07:39:45 UTC 2025","passed","Thu Dec 11 07:39:45 UTC 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","25","Policy is accepted Precedence","","Thu Dec 11 07:39:47 UTC 2025","passed","Thu Dec 11 07:39:47 UTC 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","89","5.4.3 Verifier should reject Presentations where the holder does not match the credentialSubject.id","","Thu Dec 11 07:39:07 UTC 2025","passed","Thu Dec 11 07:39:07 UTC 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_03_presentationResponse_holderNotEqualSubjectId"
"","4140","transferData_success_withProxyOriginalResponse()","","Thu Dec 11 07:42:01 UTC 2025","passed","Thu Dec 11 07:42:05 UTC 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_success_withProxyOriginalResponse"
"","49","Policy is accepted Data Usage End Duration Days","","Thu Dec 11 07:39:45 UTC 2025","passed","Thu Dec 11 07:39:45 UTC 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","32","Policy is accepted Confidential Information Sharing","","Thu Dec 11 07:39:47 UTC 2025","passed","Thu Dec 11 07:39:47 UTC 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","154","Expect the Catalog request to fail if a credential is expired","","Thu Dec 11 07:41:43 UTC 2025","passed","Thu Dec 11 07:41:43 UTC 2025","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","catalogRequest_whenCredentialExpired"
"","206","Multiple ContractDefinitions exist for one Asset","","Thu Dec 11 07:40:06 UTC 2025","passed","Thu Dec 11 07:40:06 UTC 2025","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_multipleOffersForAsset"
"","10019","transferData_withAutomaticRefresh()","","Thu Dec 11 07:43:57 UTC 2025","passed","Thu Dec 11 07:44:07 UTC 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferWithTokenRefreshTest","org.eclipse.tractusx.edc.tests.transfer.TransferWithTokenRefreshTest","transferData_withAutomaticRefresh"
"","9262","transferFile_withBucketCreation_success()","","Thu Dec 11 07:41:09 UTC 2025","passed","Thu Dec 11 07:41:19 UTC 2025","","org.eclipse.tractusx.edc.tests.transfer.S3ToS3EndToEndTest","org.eclipse.tractusx.edc.tests.transfer.S3ToS3EndToEndTest","transferFile_withBucketCreation_success"
"","6625","httpPushDataTransfer_withLegacyUsagePolicy()","","Thu Dec 11 07:42:34 UTC 2025","passed","Thu Dec 11 07:42:40 UTC 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest$Dsp2025to2025","httpPushDataTransfer_withLegacyUsagePolicy"
"","1331","The Authorization header is empty","","Thu Dec 11 07:39:07 UTC 2025","passed","Thu Dec 11 07:39:09 UTC 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_emptyAuthHeader"
"","207","Expect the Catalog request to fail if a credential is expired","","Thu Dec 11 07:40:58 UTC 2025","passed","Thu Dec 11 07:40:58 UTC 2025","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","catalogRequest_whenCredentialExpired"
"","57","Policy is accepted Data Usage End Date Definition","","Thu Dec 11 07:39:45 UTC 2025","passed","Thu Dec 11 07:39:45 UTC 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","37","Policy is accepted Empty Policy","","Thu Dec 11 07:39:46 UTC 2025","passed","Thu Dec 11 07:39:46 UTC 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","36","5.4.2.4 Verifier should reject an a presentation where a requested credential is missing","","Thu Dec 11 07:39:06 UTC 2025","passed","Thu Dec 11 07:39:07 UTC 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_02_04_presentationResponse_emptyCredentials"
"","26","Policy is not accepted Usage policy prohibition with not allowed constraints","","Thu Dec 11 07:39:46 UTC 2025","passed","Thu Dec 11 07:39:46 UTC 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","27","Policy is accepted Liability","","Thu Dec 11 07:39:47 UTC 2025","passed","Thu Dec 11 07:39:47 UTC 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","40","Policy is accepted Confidential Information Sharing","","Thu Dec 11 07:39:46 UTC 2025","passed","Thu Dec 11 07:39:46 UTC 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","206","Verify HTTP 200 response and body when refreshing succeeds","","Thu Dec 11 07:39:25 UTC 2025","passed","Thu Dec 11 07:39:26 UTC 2025","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","getEdrWithRefresh_success"
"","72","BusinessPartnerUpdated event is published","","Thu Dec 11 07:39:21 UTC 2025","passed","Thu Dec 11 07:39:21 UTC 2025","","org.eclipse.tractusx.edc.tests.bpn.events.BusinessPartnerEventTest","org.eclipse.tractusx.edc.tests.bpn.events.BusinessPartnerEventTest","shouldPublishBusinessPartnerUpdatedEvent"
"","1600","shouldDelegateAuth()","","Thu Dec 11 07:48:31 UTC 2025","passed","Thu Dec 11 07:48:32 UTC 2025","","org.eclipse.tractusx.edc.tests.auth.DelegatedAuthEndToEndTest","org.eclipse.tractusx.edc.tests.auth.DelegatedAuthEndToEndTest","shouldDelegateAuth"
"","70","Policy is accepted DataExchangeGovernance use case","","Thu Dec 11 07:39:45 UTC 2025","passed","Thu Dec 11 07:39:45 UTC 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","97","X.X Verifier should reject Presentations where at least 1 credential schema is violated","","Thu Dec 11 07:39:07 UTC 2025","passed","Thu Dec 11 07:39:07 UTC 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_x_x_presentationResponse_invalidCredentialSchema"
"","3020","Contract policy is fulfilled DataExchangeGovernance use case","","Thu Dec 11 07:41:02 UTC 2025","passed","Thu Dec 11 07:41:05 UTC 2025","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","transferData_whenContractPolicyFulfilled"
