"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","234","Verify that the consumer receives only the offers he is permitted to (using the legacy BPN validation)","","Tue Nov 18 12:51:09 UTC 2025","passed","Tue Nov 18 12:51:09 UTC 2025","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_filteredByBpnLegacy_shouldReject"
"","1262","The authentication token misses required claims: audience","","Tue Nov 18 12:50:30 UTC 2025","passed","Tue Nov 18 12:50:32 UTC 2025","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidAuthenticationToken_missingAudience"
"","23","Policy is accepted Version Changes","","Tue Nov 18 12:50:54 UTC 2025","passed","Tue Nov 18 12:50:54 UTC 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","27","Policy is accepted Liability","","Tue Nov 18 12:50:54 UTC 2025","passed","Tue Nov 18 12:50:54 UTC 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","4473","transferData_privateBackend()","","Tue Nov 18 12:52:21 UTC 2025","passed","Tue Nov 18 12:52:25 UTC 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_privateBackend"
"","42","Policy is accepted Business Partner Number","","Tue Nov 18 12:50:53 UTC 2025","passed","Tue Nov 18 12:50:53 UTC 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","54","Policy is accepted Affiliates Region (IS_ANY_OF, one element)","","Tue Nov 18 12:50:54 UTC 2025","passed","Tue Nov 18 12:50:54 UTC 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","720","4.3.3 Verify invalid access token - nbf in future","","Tue Nov 18 12:50:34 UTC 2025","passed","Tue Nov 18 12:50:34 UTC 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenNbfInFuture"
"","43","Policy is accepted Usage Purpose","","Tue Nov 18 12:50:53 UTC 2025","passed","Tue Nov 18 12:50:53 UTC 2025","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","7584","transferData_privateBackend()","","Tue Nov 18 12:52:18 UTC 2025","passed","Tue Nov 18 12:52:25 UTC 2025","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","transferData_privateBackend"
