"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","194","Expect the Catalog request to fail if a credential is expired","","Mon Aug 25 16:16:19 GMT 2025","passed","Mon Aug 25 16:16:19 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DimConsumerPullTest","catalogRequest_whenCredentialExpired"
"","3160","Run TCK Presentation Flow tests","","Mon Aug 25 16:14:34 GMT 2025","passed","Mon Aug 25 16:14:37 GMT 2025","","org.eclipse.tractusx.edc.tests.tck.dcp.DcpPresentationFlowTest","org.eclipse.tractusx.edc.tests.tck.dcp.DcpPresentationFlowTest","runPresentationFlowTests"
"","5045","transferData_success_withProxyOriginalResponse()","","Mon Aug 25 16:17:33 GMT 2025","passed","Mon Aug 25 16:17:38 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_success_withProxyOriginalResponse"
"","36","4.3.3 Verify invalid access token - incorrect aud","","Mon Aug 25 16:14:36 GMT 2025","passed","Mon Aug 25 16:14:36 GMT 2025","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenIncorrectAud"
"","75","BusinessPartnerUpdated event is published","","Mon Aug 25 16:14:40 GMT 2025","passed","Mon Aug 25 16:14:40 GMT 2025","","org.eclipse.tractusx.edc.tests.bpn.events.BusinessPartnerEventTest","org.eclipse.tractusx.edc.tests.bpn.events.BusinessPartnerEventTest","shouldPublishBusinessPartnerUpdatedEvent"
"","1042","shouldFail_whenDestinationBucketDoesNotExist()","","Mon Aug 25 16:15:54 GMT 2025","passed","Mon Aug 25 16:15:55 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","shouldFail_whenDestinationBucketDoesNotExist"
"","41908","Catalog with 1000 offers","","Mon Aug 25 16:23:40 GMT 2025","passed","Mon Aug 25 16:24:22 GMT 2025","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_of1000Assets_shouldContainAll"
"","5485","transferData_withSuspendResume()","","Mon Aug 25 16:16:20 GMT 2025","passed","Mon Aug 25 16:16:26 GMT 2025","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_withSuspendResume"
"","24940","transferFile_largeFile(long, Vault) File size bytes: 1073741824","","Mon Aug 25 16:14:51 GMT 2025","passed","Mon Aug 25 16:15:16 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","transferFile_largeFile"
"","2051","transferFile_s3ToAzureMultipleFiles(Vault)","","Mon Aug 25 16:15:43 GMT 2025","passed","Mon Aug 25 16:15:45 GMT 2025","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_s3ToAzureMultipleFiles"
